ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459123.0,0.0,1.0,0.9545454545454546,0.0,0.0,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459130.0,0.0,1.0,0.7727272727272727,0.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459132.0,1.0,0.0,0.07575757575757576,0.0,0.375,0.42857142857142855,1.0,0.125,0.8333333333333333,1.0
459136.0,1.0,1.0,0.3939393939393939,1.0,0.0,0.0,0.0,0.125,0.8333333333333333,1.0
459140.0,0.0,0.0,0.015151515151515152,0.0,0.625,0.5,1.0,0.625,0.8333333333333333,1.0
459143.0,1.0,1.0,0.4393939393939394,0.0,0.0,0.0,0.5,0.375,0.8333333333333333,1.0
459144.0,1.0,1.0,0.8636363636363636,1.0,0.875,0.02857142857142857,0.5,0.125,0.8333333333333333,1.0
459145.0,1.0,1.0,0.8333333333333334,0.0,0.875,0.04285714285714285,1.0,0.0,0.16666666666666666,1.0
459150.0,0.0,0.0,0.4090909090909091,1.0,0.125,0.0,1.0,0.0,0.8333333333333333,1.0
459160.0,1.0,1.0,0.7121212121212122,1.0,0.125,0.07142857142857142,0.0,0.125,0.8333333333333333,1.0
459161.0,1.0,1.0,0.4393939393939394,1.0,0.5,0.21428571428571427,0.5,0.5,0.8333333333333333,1.0
459162.0,0.0,1.0,0.9090909090909092,1.0,0.875,0.0,0.5,0.125,0.8333333333333333,1.0
459163.0,1.0,0.0,0.2272727272727273,1.0,0.375,0.0,1.0,0.0,0.8333333333333333,1.0
459167.0,0.0,0.0,0.24242424242424243,1.0,0.0,0.0,1.0,0.125,0.6666666666666666,1.0
459170.0,0.0,0.0,0.2272727272727273,1.0,0.0,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459171.0,1.0,1.0,0.2272727272727273,1.0,0.0,0.0,0.0,0.125,0.8333333333333333,1.0
459172.0,1.0,0.0,0.0,0.0,0.625,0.21428571428571427,1.0,0.25,0.16666666666666666,1.0
459175.0,0.0,1.0,0.7575757575757576,1.0,0.0,0.07142857142857142,0.0,0.125,0.8333333333333333,1.0
459181.0,1.0,1.0,0.6060606060606061,0.0,0.0,0.07142857142857142,0.5,0.25,0.8333333333333333,1.0
459182.0,0.0,1.0,0.3787878787878788,1.0,0.0,0.07142857142857142,0.0,0.125,0.8333333333333333,1.0
459184.0,1.0,1.0,0.3484848484848485,1.0,0.375,0.0,1.0,0.375,0.5,1.0
459185.0,0.0,0.0,0.19696969696969696,1.0,0.375,0.5,1.0,0.0,0.8333333333333333,1.0
459193.0,1.0,0.0,0.2878787878787879,1.0,0.0,0.0,1.0,0.0,0.8333333333333333,1.0
459194.0,0.0,1.0,1.0,1.0,0.875,0.0,0.5,0.125,0.8333333333333333,1.0
459196.0,0.0,0.0,0.0,0.0,0.625,0.0,1.0,0.25,0.5,1.0
459208.0,0.0,1.0,0.5303030303030303,1.0,0.0,0.0,0.5,0.125,0.3333333333333333,1.0
459209.0,0.0,0.0,0.0,0.0,0.375,0.0,1.0,0.375,0.8333333333333333,1.0
459210.0,0.0,1.0,0.7272727272727273,1.0,0.0,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459212.0,0.0,1.0,0.696969696969697,1.0,0.0,0.0,0.0,0.125,0.8333333333333333,1.0
459213.0,0.0,0.0,0.33333333333333337,1.0,0.625,0.0,1.0,0.375,0.8333333333333333,1.0
459216.0,0.0,0.0,0.24242424242424243,1.0,0.0,0.0,1.0,0.125,0.8333333333333333,1.0
459220.0,0.0,1.0,0.8636363636363636,1.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459221.0,1.0,1.0,0.696969696969697,0.0,0.375,0.04285714285714285,1.0,0.0,0.8333333333333333,1.0
459222.0,0.0,1.0,0.6666666666666667,1.0,0.0,0.0,0.0,0.25,0.8333333333333333,1.0
459223.0,0.0,1.0,0.3939393939393939,1.0,0.125,0.07142857142857142,0.0,0.375,0.8333333333333333,1.0
459224.0,0.0,1.0,0.42424242424242425,1.0,0.0,0.0,0.0,0.125,0.8333333333333333,1.0
459227.0,0.0,1.0,0.19696969696969696,0.0,0.25,0.6428571428571428,1.0,0.375,0.8333333333333333,1.0
459229.0,0.0,1.0,0.6363636363636364,1.0,0.875,0.07142857142857142,0.0,0.375,0.8333333333333333,1.0
459236.0,0.0,1.0,0.8333333333333334,0.0,0.875,0.0,0.5,0.125,0.8333333333333333,1.0
459237.0,1.0,0.0,0.21212121212121213,1.0,0.0,0.07142857142857142,1.0,0.625,0.8333333333333333,1.0
459244.0,1.0,1.0,0.4090909090909091,1.0,0.0,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459247.0,1.0,1.0,0.5454545454545454,1.0,0.5,0.07142857142857142,0.0,0.5,0.8333333333333333,1.0
459258.0,0.0,1.0,0.9090909090909092,1.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459263.0,0.0,0.0,0.16666666666666669,0.0,0.625,0.6428571428571428,1.0,0.375,0.8333333333333333,1.0
459264.0,0.0,0.0,0.2272727272727273,1.0,0.0,0.0,1.0,0.125,0.8333333333333333,1.0
459266.0,1.0,0.0,0.19696969696969696,1.0,0.625,0.42857142857142855,1.0,0.5,0.8333333333333333,1.0
459270.0,1.0,1.0,0.696969696969697,1.0,0.75,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459284.0,0.0,1.0,0.7272727272727273,1.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459287.0,1.0,0.0,0.3484848484848485,1.0,0.875,0.0,1.0,0.0,0.5,1.0
459288.0,1.0,1.0,0.25757575757575757,1.0,0.0,0.0,1.0,0.125,0.8333333333333333,1.0
459289.0,1.0,0.0,0.33333333333333337,1.0,0.125,0.0,1.0,0.0,0.8333333333333333,1.0
459290.0,0.0,1.0,0.7121212121212122,1.0,0.125,0.07142857142857142,0.0,0.125,0.8333333333333333,1.0
459292.0,1.0,0.0,0.3787878787878788,1.0,0.0,0.0,1.0,0.125,0.8333333333333333,1.0
459293.0,1.0,0.0,0.045454545454545456,0.0,0.625,0.1714285714285714,1.0,0.35,0.0,1.0
459296.0,1.0,1.0,0.7121212121212122,1.0,0.0,0.0,0.0,0.125,0.8333333333333333,1.0
459300.0,0.0,1.0,0.5909090909090909,1.0,0.0,0.07142857142857142,1.0,0.1,0.8333333333333333,1.0
459307.0,1.0,1.0,0.5757575757575758,1.0,0.375,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459310.0,1.0,0.0,0.25757575757575757,1.0,0.375,0.0,1.0,0.125,0.16666666666666666,1.0
459316.0,1.0,1.0,0.16666666666666669,1.0,0.625,0.07142857142857142,1.0,0.125,0.8333333333333333,1.0
459318.0,0.0,0.0,0.19696969696969696,1.0,0.25,0.07142857142857142,1.0,0.25,0.8333333333333333,1.0
459320.0,1.0,1.0,0.10606060606060606,1.0,0.5,0.0,1.0,0.25,0.8333333333333333,1.0
459322.0,1.0,0.0,0.33333333333333337,1.0,1.0,0.0,1.0,0.0,0.8333333333333333,1.0
459323.0,0.0,0.0,0.0,0.0,0.125,0.014285714285714285,1.0,0.4,0.8333333333333333,1.0
459338.0,1.0,1.0,0.8636363636363636,0.0,0.5,0.014285714285714285,1.0,0.075,0.8333333333333333,1.0
459339.0,1.0,1.0,0.15151515151515152,1.0,0.625,0.5714285714285714,0.5,0.125,0.8333333333333333,1.0
459344.0,0.0,1.0,0.9848484848484849,1.0,0.0,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459347.0,1.0,1.0,0.7121212121212122,1.0,0.875,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459349.0,0.0,1.0,0.4393939393939394,1.0,0.0,0.07142857142857142,0.5,0.375,0.8333333333333333,1.0
459352.0,1.0,1.0,0.3484848484848485,1.0,0.125,0.2857142857142857,0.0,0.375,0.3333333333333333,1.0
459353.0,1.0,1.0,0.4545454545454546,1.0,0.0,0.42857142857142855,0.0,0.125,0.8333333333333333,1.0
459354.0,0.0,1.0,0.4393939393939394,1.0,0.0,0.1714285714285714,0.5,0.25,0.8333333333333333,1.0
459355.0,0.0,1.0,0.7727272727272727,0.0,0.75,0.21428571428571427,1.0,0.0,0.8333333333333333,1.0
459360.0,0.0,0.0,0.15151515151515152,1.0,0.625,0.3,1.0,0.25,0.8333333333333333,1.0
459361.0,0.0,0.0,0.19696969696969696,1.0,0.25,0.0857142857142857,1.0,0.125,0.8333333333333333,1.0
459362.0,1.0,1.0,0.5757575757575758,0.0,0.5,0.0,1.0,0.125,0.8333333333333333,1.0
459363.0,1.0,0.0,0.3787878787878788,1.0,0.0,0.14285714285714285,1.0,0.0,0.8333333333333333,1.0
459364.0,0.0,1.0,0.8787878787878788,1.0,1.0,0.0,1.0,0.125,0.8333333333333333,1.0
459369.0,1.0,1.0,0.3181818181818182,0.0,0.25,0.22857142857142856,0.0,0.75,0.5,1.0
459375.0,1.0,1.0,0.06060606060606061,0.0,0.5,0.0,0.5,0.375,0.8333333333333333,1.0
459377.0,1.0,1.0,0.25757575757575757,1.0,0.0,0.0,0.0,0.25,0.8333333333333333,1.0
459383.0,1.0,1.0,0.3484848484848485,0.0,0.25,0.0,1.0,0.0,0.8333333333333333,1.0
459384.0,1.0,1.0,0.4393939393939394,1.0,0.0,0.07142857142857142,0.0,0.25,0.8333333333333333,1.0
459385.0,0.0,1.0,0.2272727272727273,1.0,0.0,0.07142857142857142,0.0,0.125,1.0,1.0
459386.0,1.0,1.0,0.6363636363636364,0.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459391.0,0.0,0.0,0.3181818181818182,1.0,0.25,0.0,1.0,0.375,0.8333333333333333,1.0
459394.0,1.0,0.0,0.13636363636363635,0.0,0.375,0.5714285714285714,1.0,0.125,0.8333333333333333,1.0
459397.0,1.0,1.0,0.5,1.0,0.0,0.2857142857142857,0.0,0.125,0.8333333333333333,1.0
459398.0,0.0,1.0,0.5454545454545454,0.0,0.875,0.37142857142857144,0.5,0.125,0.8333333333333333,1.0
459401.0,1.0,0.0,0.13636363636363635,0.0,0.625,0.07142857142857142,1.0,0.25,0.7666666666666666,1.0
459403.0,1.0,1.0,0.4090909090909091,1.0,0.0,0.07142857142857142,0.0,0.375,1.0,1.0
459405.0,0.0,1.0,0.8333333333333334,0.0,0.125,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459407.0,0.0,0.0,0.2272727272727273,1.0,0.125,0.07142857142857142,1.0,0.25,0.8333333333333333,1.0
459409.0,0.0,1.0,0.8030303030303031,1.0,0.875,0.0,0.5,0.125,0.8333333333333333,1.0
459410.0,0.0,1.0,0.9848484848484849,1.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459412.0,1.0,1.0,0.5909090909090909,1.0,0.45,0.07142857142857142,0.0,0.25,0.8333333333333333,1.0
459413.0,0.0,1.0,0.8484848484848485,1.0,0.0,0.02857142857142857,0.5,0.125,0.8333333333333333,1.0
459415.0,1.0,0.0,0.16666666666666669,0.0,0.125,0.0,1.0,0.375,0.8333333333333333,1.0
459418.0,1.0,1.0,0.696969696969697,0.0,0.5,0.0,0.5,0.125,0.8333333333333333,1.0
459419.0,1.0,1.0,0.6363636363636364,1.0,0.125,0.07142857142857142,0.0,0.125,0.8333333333333333,1.0
459420.0,0.0,1.0,0.7121212121212122,1.0,0.875,0.07142857142857142,1.0,0.125,0.8333333333333333,1.0
459421.0,1.0,1.0,0.19696969696969696,0.0,0.625,0.0,0.0,0.375,0.8333333333333333,1.0
459422.0,1.0,1.0,0.3787878787878788,1.0,0.375,0.12857142857142856,1.0,0.375,0.8333333333333333,1.0
459423.0,1.0,0.0,0.045454545454545456,0.0,0.625,0.5714285714285714,1.0,0.5,0.8333333333333333,1.0
459424.0,1.0,1.0,0.3939393939393939,1.0,0.125,0.02857142857142857,1.0,0.25,0.8333333333333333,1.0
459428.0,0.0,0.0,0.2878787878787879,0.0,1.0,0.0,1.0,0.125,0.5,1.0
459432.0,1.0,1.0,0.9393939393939394,1.0,0.875,0.0,1.0,0.25,0.8333333333333333,1.0
459436.0,0.0,0.0,0.6515151515151515,1.0,0.0,0.0,1.0,0.125,0.8333333333333333,1.0
459439.0,0.0,1.0,0.4393939393939394,1.0,0.0,0.07142857142857142,0.0,0.125,0.8333333333333333,1.0
459445.0,0.0,1.0,0.33333333333333337,1.0,0.0,0.0,0.0,0.25,0.8333333333333333,1.0
459447.0,1.0,1.0,0.48484848484848486,1.0,0.0,0.6428571428571428,1.0,0.0,0.8333333333333333,1.0
459449.0,1.0,1.0,0.25757575757575757,1.0,0.0,0.19999999999999998,1.0,0.125,0.8333333333333333,1.0
459451.0,0.0,1.0,0.36363636363636365,1.0,0.0,0.07142857142857142,1.0,0.125,0.8333333333333333,1.0
459456.0,0.0,0.0,0.6515151515151515,0.0,0.875,0.05714285714285714,1.0,0.0,0.8333333333333333,1.0
459458.0,1.0,0.0,0.21212121212121213,0.0,1.0,0.14285714285714285,1.0,0.375,0.8333333333333333,1.0
459459.0,1.0,1.0,0.30303030303030304,1.0,0.0,0.2857142857142857,1.0,0.0,0.8333333333333333,1.0
459461.0,0.0,1.0,0.2272727272727273,1.0,0.0,0.07142857142857142,1.0,0.0,0.0,1.0
459464.0,1.0,0.0,0.12121212121212122,1.0,0.0,0.3,1.0,0.125,0.8333333333333333,1.0
459466.0,0.0,1.0,0.4090909090909091,1.0,0.0,0.0,0.0,0.25,0.5,1.0
459467.0,0.0,1.0,0.5151515151515151,1.0,0.0,0.0,0.0,0.125,0.8333333333333333,1.0
459469.0,1.0,1.0,0.09090909090909091,1.0,0.625,0.18571428571428572,1.0,0.625,0.8333333333333333,1.0
459471.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.37142857142857144,1.0,0.875,0.8333333333333333,1.0
459480.0,0.0,1.0,0.3787878787878788,1.0,0.375,0.5,1.0,0.25,0.8333333333333333,1.0
459481.0,1.0,1.0,0.42424242424242425,0.0,0.875,0.0,1.0,0.125,0.8333333333333333,1.0
459482.0,1.0,1.0,0.7424242424242424,0.0,1.0,0.07142857142857142,1.0,0.375,0.8333333333333333,1.0
459485.0,0.0,1.0,0.8484848484848485,1.0,0.875,0.0857142857142857,0.5,0.125,0.8333333333333333,1.0
459496.0,0.0,0.0,0.2272727272727273,1.0,0.0,0.21428571428571427,1.0,0.25,0.8333333333333333,1.0
459497.0,0.0,1.0,0.8181818181818182,1.0,0.875,0.0,1.0,0.0,0.8333333333333333,1.0
459499.0,0.0,1.0,0.8484848484848485,0.0,0.875,0.0857142857142857,0.5,0.125,0.8333333333333333,1.0
459503.0,1.0,1.0,0.33333333333333337,1.0,0.625,0.42857142857142855,0.5,0.375,0.8333333333333333,1.0
459505.0,0.0,0.0,0.33333333333333337,1.0,0.25,0.3,1.0,0.0,0.8333333333333333,1.0
459507.0,1.0,1.0,0.6666666666666667,0.0,0.875,0.04285714285714285,0.5,0.125,0.0,1.0
459509.0,1.0,0.0,0.10606060606060606,1.0,0.625,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459512.0,1.0,1.0,0.6666666666666667,1.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459515.0,1.0,1.0,0.5,1.0,0.25,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459516.0,0.0,1.0,0.5151515151515151,1.0,0.0,0.05714285714285714,0.0,0.125,0.8333333333333333,1.0
459518.0,1.0,1.0,0.6212121212121212,1.0,0.025,0.09999999999999999,0.0,0.375,0.8333333333333333,1.0
459535.0,1.0,1.0,0.3787878787878788,1.0,0.0,0.5714285714285714,0.0,0.125,0.8333333333333333,1.0
459536.0,1.0,1.0,0.19696969696969696,1.0,0.625,0.5,1.0,0.125,0.8333333333333333,1.0
459538.0,0.0,0.0,0.42424242424242425,1.0,0.75,0.9285714285714285,1.0,0.0,0.8333333333333333,1.0
459541.0,1.0,1.0,0.5606060606060607,1.0,0.0,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459549.0,1.0,0.0,0.06060606060606061,0.0,0.625,0.5714285714285714,1.0,0.5,0.5,1.0
459555.0,0.0,0.0,0.13636363636363635,1.0,0.0,0.5714285714285714,1.0,0.0,0.8333333333333333,1.0
459558.0,1.0,0.0,0.13636363636363635,1.0,0.375,0.07142857142857142,1.0,0.25,0.8333333333333333,1.0
459564.0,1.0,1.0,0.7878787878787878,1.0,0.875,0.14285714285714285,1.0,0.0,0.8333333333333333,1.0
459566.0,0.0,1.0,0.25757575757575757,1.0,0.0,0.9285714285714285,1.0,0.125,0.8333333333333333,1.0
459567.0,1.0,1.0,0.4393939393939394,1.0,0.125,0.0,0.0,0.125,0.8333333333333333,1.0
459571.0,0.0,1.0,0.4393939393939394,1.0,0.5,0.07142857142857142,0.5,0.375,0.8333333333333333,1.0
459576.0,0.0,1.0,0.9848484848484849,0.0,0.875,0.04285714285714285,1.0,0.05,0.6666666666666666,1.0
459579.0,0.0,1.0,0.2272727272727273,1.0,0.0,0.21428571428571427,0.0,0.5,0.5,1.0
459581.0,0.0,0.0,0.2272727272727273,0.0,0.35,0.657142857142857,1.0,0.25,1.0,1.0
459582.0,1.0,1.0,0.18181818181818182,0.0,0.375,0.11428571428571428,0.0,0.25,0.8333333333333333,1.0
459583.0,1.0,1.0,0.3787878787878788,1.0,0.0,0.0,1.0,0.0,0.8333333333333333,1.0
459585.0,0.0,1.0,0.4393939393939394,1.0,0.0,0.07142857142857142,0.0,0.375,0.8333333333333333,1.0
459587.0,0.0,0.0,0.21212121212121213,1.0,0.0,0.5,1.0,0.25,0.8333333333333333,1.0
459588.0,1.0,1.0,0.42424242424242425,1.0,0.0,0.0,1.0,0.0,0.8333333333333333,1.0
459591.0,1.0,1.0,0.4696969696969697,1.0,0.0,0.07142857142857142,0.0,0.25,0.8333333333333333,1.0
459592.0,1.0,0.0,0.09090909090909091,0.0,0.625,0.0,1.0,0.25,0.8333333333333333,1.0
459594.0,0.0,1.0,0.3181818181818182,1.0,0.0,0.42857142857142855,1.0,0.0,0.8333333333333333,1.0
459597.0,0.0,1.0,0.6818181818181819,1.0,0.0,0.0,0.5,0.125,0.8333333333333333,1.0
459603.0,0.0,1.0,0.8484848484848485,0.0,0.875,0.14285714285714285,0.5,0.125,0.8333333333333333,1.0
459607.0,1.0,1.0,0.30303030303030304,1.0,0.375,0.3571428571428571,0.0,0.5,0.8333333333333333,1.0
459608.0,0.0,0.0,0.6060606060606061,1.0,0.125,0.19999999999999998,1.0,0.0,0.8333333333333333,1.0
459612.0,1.0,0.0,0.045454545454545456,0.0,0.625,0.05714285714285714,1.0,0.125,0.8333333333333333,1.0
459616.0,0.0,0.0,0.030303030303030304,0.0,0.625,0.19999999999999998,1.0,0.375,0.0,1.0
459617.0,1.0,0.0,0.13636363636363635,1.0,0.375,0.07142857142857142,1.0,0.5,0.8333333333333333,1.0
459618.0,1.0,1.0,0.5303030303030303,1.0,0.125,0.0,0.0,0.125,0.5,1.0
459621.0,0.0,0.0,0.09090909090909091,0.0,0.625,0.5714285714285714,1.0,0.2,0.7,1.0
459625.0,0.0,1.0,0.6212121212121212,0.0,0.25,0.5714285714285714,1.0,0.0,0.8333333333333333,1.0
459626.0,0.0,1.0,0.10606060606060606,0.0,0.375,0.07142857142857142,1.0,0.25,0.8333333333333333,1.0
459632.0,0.0,1.0,0.4393939393939394,0.0,1.0,0.0,0.5,0.25,0.5,1.0
459644.0,0.0,0.0,0.16666666666666669,0.0,1.0,0.6428571428571428,1.0,0.375,0.16666666666666666,1.0
459652.0,0.0,0.0,0.10606060606060606,0.0,0.25,0.1714285714285714,1.0,0.375,0.5,1.0
459658.0,1.0,1.0,0.5909090909090909,1.0,0.0,0.07142857142857142,0.0,0.25,0.8333333333333333,1.0
459664.0,1.0,0.0,0.33333333333333337,1.0,0.0,0.21428571428571427,1.0,0.0,0.8333333333333333,1.0
459665.0,1.0,1.0,0.9848484848484849,1.0,0.0,0.2857142857142857,1.0,0.125,0.8333333333333333,1.0
459672.0,1.0,1.0,0.36363636363636365,0.0,0.0,0.21428571428571427,0.0,0.25,0.8333333333333333,1.0
459673.0,0.0,1.0,0.9545454545454546,1.0,0.875,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459678.0,1.0,0.0,0.0,0.0,0.625,0.07142857142857142,1.0,0.5,0.8333333333333333,1.0
459680.0,1.0,0.0,0.25757575757575757,1.0,0.375,0.2714285714285714,1.0,0.0,0.8333333333333333,1.0
459686.0,1.0,1.0,0.3787878787878788,1.0,0.0,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459691.0,1.0,1.0,0.5454545454545454,0.0,0.0,0.014285714285714285,0.0,0.125,0.8333333333333333,1.0
459692.0,0.0,1.0,0.7424242424242424,1.0,0.875,0.5714285714285714,0.5,0.125,0.8333333333333333,1.0
459693.0,0.0,1.0,0.4393939393939394,1.0,0.0,0.0,0.5,0.25,0.8333333333333333,1.0
459699.0,0.0,1.0,0.5151515151515151,1.0,0.25,0.5714285714285714,0.0,0.25,0.8333333333333333,1.0
459701.0,1.0,0.0,0.3787878787878788,0.0,0.0,0.21428571428571427,1.0,0.25,0.6666666666666666,1.0
459710.0,1.0,1.0,0.5303030303030303,1.0,0.0,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459711.0,1.0,1.0,0.33333333333333337,0.0,0.5,0.6428571428571428,0.5,0.625,0.8333333333333333,1.0
459712.0,1.0,0.0,0.030303030303030304,0.0,0.625,0.02857142857142857,1.0,0.375,0.8333333333333333,1.0
459713.0,1.0,0.0,0.015151515151515152,0.0,0.625,0.15714285714285714,1.0,0.25,0.8333333333333333,1.0
459715.0,1.0,0.0,0.015151515151515152,0.0,0.625,0.2857142857142857,1.0,0.375,0.8333333333333333,1.0
459718.0,1.0,1.0,0.6818181818181819,1.0,0.5,0.07142857142857142,1.0,0.0,0.8333333333333333,1.0
459725.0,0.0,1.0,0.30303030303030304,1.0,0.0,0.0,1.0,0.125,0.8333333333333333,1.0
459727.0,1.0,1.0,0.8939393939393939,0.0,0.875,0.02857142857142857,0.5,0.125,0.8333333333333333,1.0
459740.0,0.0,0.0,0.07575757575757576,0.0,0.625,0.07142857142857142,1.0,0.25,0.8333333333333333,1.0
459742.0,0.0,1.0,0.9242424242424243,0.0,0.875,0.07142857142857142,0.5,0.125,0.8333333333333333,1.0
459745.0,1.0,1.0,0.4545454545454546,0.0,0.0,0.0,1.0,0.375,0.0,1.0
